theta[Â°],prop[%]
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
56.9055688917412,2.1875
-9.93472222222222,2.7607060185185186
-9.93472222222222,2.7607060185185186
-9.93472222222222,2.7607060185185186
-9.93472222222222,2.7607060185185186
-9.93472222222222,2.7607060185185186
-9.93472222222222,2.7607060185185186
-9.93472222222222,2.7607060185185186
-9.93472222222222,2.7607060185185186
